comment_sentence_id,class,comment_sentence,partition,instance_type,category
4259,WARequestContext,warequestcontext encapsulates all the knowledge that should be available while processing a single request.,0,0,Example
4260,WARequestContext,"it does not matter if this is a request to a static file, an ajax request, a long comet request or a normal seaside requestion.",0,0,Example
4261,WARequestContext,the request context is valid only during the request that caused it.,0,0,Example
4011,WAFormCharEncodingFromHandlerTest,i test that the encoding from the handler is taken if a handler is present but a codec is missing.,0,0,Example
4013,WAFormDecoration,a waformdecoration places its component inside an html form tag.,0,0,Example
4014,WAFormDecoration,the buttons inst var must be set.,0,0,Example
4272,WASelection,items can be any object.,0,0,Example
4273,WASelection,"if optional labelblock is not given the string versions of the items are displayed to user, otherwise labelblock is used to generate the text to display for each item.",0,0,Example
4017,WAFormDecoration,"for each string symbol in the buttons inst var the decorated component must implement a method of the same name, which is called when the button is selected.",0,0,Example
4274,WASelection,"returns the item selected by user, not the index nor the text shown the user .",0,0,Example
4019,WAFormDecoration,buttons collection of strings or symbols,0,0,Example
4020,WAFormDecoration,buttons,0,0,Example
4021,WAFormDecoration,"list of strings or symbols, each string symbol is the label first letter capitalized for a button and the name of the callback method on component when button is pressed,",0,0,Example
4026,WAFormTag,the form element acts as a container for input elements and buttons.,0,0,Example
4027,WAFormTag,evaluation order,0,0,Example
4028,WAFormTag,the input fields callbacks will be evaluated in the order they,0,0,Example
4029,WAFormTag,appear in the xhtml.,0,0,Example
4030,WAFormTag,"buttons will always be evaluated last, no matter",0,0,Example
4031,WAFormTag,where they are positioned.,0,0,Example
4039,WAHtmlHaltAndErrorHandler,"this exception handler also catches halts, in order to prevent debugger windows from popping up and blocking server processes in deployed images.",0,0,Example
4296,WAServerAdaptor,a waserver is the abstract base class for all servers.,0,0,Example
4298,WAServerAdaptor,#codec,0,0,Example
4299,WAServerAdaptor,#usessmalltalkencoding,0,0,Example
4043,WAIframeTag,the iframe element allows authors to insert a frame within a block of text.,0,0,Example
4301,WAServerAdaptor,codec wacodec,0,0,Example
4045,WAIframeTag,the information to be inserted inline is designated by the src attribute of this element.,0,0,Example
4302,WAServerAdaptor,codec,0,0,Example
4046,WAIframeTag,"the contents of the iframe element, on the other hand, should only be displayed by user agents that do not support frames or are configured not to display frames.",0,0,Example
4052,WAImageButtonTag,creates a graphical submit button.,0,0,Example
4309,WATagBrush,this is the superclass for all xml element classes.,0,0,Example
4053,WAImageButtonTag,the value of the src attribute specifies the uri of the image that will decorate the button.,0,0,Example
4310,WATagBrush,its main additions are,0,0,Example
4054,WAImageButtonTag,"for accessibility reasons, authors should provide alternate text for the image via the alt attribute.",0,0,Example
4311,WATagBrush,element name #tag,0,0,Example
4055,WAImageButtonTag,"when a pointing device is used to click on the image, the form is submitted and the click coordinates passed to the server.",0,0,Example
4312,WATagBrush,attributes instance of wahtmlattributes,0,0,Example
4056,WAImageButtonTag,"the x value is measured in pixels from the left of the image, and the y value in pixels from the top of the image.",0,0,Example
4313,WATagBrush,"common events onxxx , this is a hack and would better be solved with traits",0,0,Example
4057,WAImageButtonTag,"the submitted data includes name^x x value and name^y y value where name is the value of the name attribute, and x value and y value are the x and y coordinate values, respectively.",0,0,Example
4319,WAUpTimeTracker,wauptimetracker is used to track the timestamp when the image last booted.,0,0,Example
4320,WAUpTimeTracker,access the timestamp when the image booted as follows,0,0,Example
4064,WAImageStatus,a waimagestatus displays information about the current smalltalk image.,0,0,Example
4321,WAUpTimeTracker,wauptimetracker imageboottime.,0,0,Example
4322,WAUpTimeTracker,access the duration how long ago the image booted as follows,0,0,Example
4066,WAInspector,this is an abstract implementation of a web based object inspector.,0,0,Example
4323,WAUpTimeTracker,wauptimetracker imageuptime.,0,0,Example
4067,WAInspector,"platforms should implement their own subclasses, specifying behaviour for all unimplemented methods.",0,0,Example
4324,WAUpTimeTracker,at system startup the imageboottime is re set automatically.,0,0,Example
4073,WAInvisibleSessionTrackingStrategy,i am the abstract base class for classes that that use some request attribute that is present on every request for tracking sessions.,0,0,Example
4074,WAInvisibleSessionTrackingStrategy,for document handlers query fields are used.,0,0,Example
4078,WALabelledFormDialog,walabelledformdialog is an abstract class for generating html forms.,0,0,Example
4081,WALabelledFormDialog,"subclasses need to implment the methods labelforselector , model, and rows.",0,0,Example
4342,WAUrlAttribute,waurlattribute represents a url attribute.,0,0,Example
4343,WAUrlAttribute,it converts between text entered on the configuration page and waurl instances.,0,0,Example
4087,WALabelledFormDialog,a standard text input field is used for each row of data.,0,0,Example
4088,WALabelledFormDialog,to use other html widgets for input for a datum implement the method renderxxxon where xxx is the symbol for the row.,0,0,Example
4089,WALabelledFormDialog,see rendernameon in example below.,0,0,Example
3834,JQLoad,load html from a remote file and inject it into the dom.,0,0,Example
3836,WABulkReapingCache,i am a cache that reaps all elements at once instead of incrementally.,0,0,Example
4092,WALabelledFormDialog,override the defaultbutton method to indicate which button is the default.,0,0,Example
3837,WABulkReapingCache,i am intended to be used in gemstone s instead of wahashcache.,0,0,Example
4093,WALabelledFormDialog,"for each button in the form the subclass needs a method with the same name as the button, which is called when the user clicks that button.",0,0,Example
3838,WABulkReapingCache,a background process should send #reap to me.,0,0,Example
4094,WALabelledFormDialog,see example below.,0,0,Example
1029,GtDiagrammerExamples,diagrammer,0,0,Responsibilities
6,BlArrowheadSimpleArrow,i am a simple arrow like arrowhead.,1,0,Responsibilities
7,BlArrowheadSimpleArrow,both my size and arrow length depend on the curve width.,0,0,Responsibilities
8,BlArrowheadSimpleArrow,it is possible hovewer to customize a length fraction how long should be the outer arrow compared to the length of the side of a nose triangle.,1,0,Responsibilities
9,BlArrowheadSimpleArrow,users can also customise nose angle that tells how wide should the arrow lines be spread.,0,0,Responsibilities
1033,GtDiagrammerPicker,i am a scriptable toogle group to display a uniform collection of selectable values.,1,0,Responsibilities
1034,GtDiagrammerPicker,picker,0,0,Responsibilities
1037,GtDiagrammerPicker,picker display hello .,1,0,Responsibilities
1038,GtDiagrammerPicker,world .,0,0,Responsibilities
1039,GtDiagrammerPicker,i .,1,0,Responsibilities
1040,GtDiagrammerPicker,am .,0,0,Responsibilities
1041,GtDiagrammerPicker,a .,1,0,Responsibilities
18,BlArrowheadTriangle,i am a triangular arrow head.,0,0,Responsibilities
1042,GtDiagrammerPicker,picker .,1,0,Responsibilities
1043,GtDiagrammerPicker,picker shape astring brtoggle new,0,0,Responsibilities
20,BlArrowheadTriangle,it is possible to have a border around triangle by specifying a border width of a triangle arrowhead.,1,0,Responsibilities
1044,GtDiagrammerPicker,look brmaterialtogglelabelledlook,0,0,Responsibilities
1045,GtDiagrammerPicker,margin blinsets all 3,1,0,Responsibilities
1046,GtDiagrammerPicker,label astring .,0,0,Responsibilities
1047,GtDiagrammerPicker,picker constraintsdo c,1,0,Responsibilities
1048,GtDiagrammerPicker,c horizontal exact 400.,0,0,Responsibilities
1049,GtDiagrammerPicker,c vertical fitcontent .,1,0,Responsibilities
1050,GtDiagrammerPicker,picker when brtoggleactivatedevent do anevent self inform anevent model .,0,0,Responsibilities
1051,GtDiagrammerPicker,picker,1,0,Responsibilities
32,BlChicken,how to run,0,0,Responsibilities
33,BlChicken,blchicken open,1,0,Responsibilities
36,BlChickenLeg,i am a single red chicken leg with two toes,0,0,Responsibilities
38,BlChildrenCollection,i am an abstract collection of bloc elements that can be mutated.,1,0,Responsibilities
39,BlChildrenCollection,i am used by a class blelement to store its children.,0,0,Responsibilities
51,BlChildrenCollection,class blchildrenarray stores children using an class array,1,0,Responsibilities
1075,GtExampleDependenciesResolver,"to determine if a message send represents a dependency to a method containing an example, i use heuristic defined by subclasses of gtexampledependencyresolver .",0,0,Responsibilities
52,BlChildrenCollection,class blchildrenlinkedlist stores children using a class linkedlist,1,0,Responsibilities
53,BlChildrenCollection,class blchildrenorderedcollection stores children using a class orderedcollection,0,0,Responsibilities
1080,GtExampleFactory,i am a factory that can create class gtexample instances.,1,0,Responsibilities
1081,GtExampleFactory,users should configure me with a #sourceclass .,0,0,Responsibilities
1082,GtExampleFactory,this is the class used to look for methods defining examples.,1,0,Responsibilities
1083,GtExampleFactory,"to create an example, a method defining an example is executed having a provider as a receiver.",0,0,Responsibilities
1084,GtExampleFactory,"if the example method is defined on the class side, the provider is the class object.",1,0,Responsibilities
1085,GtExampleFactory,"if the method is defined on the instance side, the provider consists in a new instance of that class.",0,0,Responsibilities
1086,GtExampleFactory,"in the second case, a new instance is created for running each example method.",1,0,Responsibilities
1087,GtExampleFactory,optionally users can configure the factory with an explicit provider.,0,0,Responsibilities
1088,GtExampleFactory,"if this is done, this provider will be used for all examples created by the factory.",1,0,Responsibilities
1089,GtExampleFactory,to initialize the subjects of an example i call #gtexamplesubjects on the provider object.,0,0,Responsibilities
1090,GtExampleFactory,to initialize various properties of an example i detect all pragmas from the example method for which a method exists in class of the example the method should have the same name as the pragma keyword .,1,0,Responsibilities
1091,GtExampleFactory,then i execute those methods with the example as a receiver and the pragma arguments.,0,0,Responsibilities
77,BlChildrenOrderedCollectionExamples,example blchildrenorderedcollectionexamples #add,1,0,Responsibilities
78,BlChildrenOrderedCollectionExamples,example blchildrenorderedcollectionexamples #remove,0,0,Responsibilities
85,BlChildrenSubset,i am an abstract class.,1,0,Responsibilities
1110,GtExampleInstanceSubject,i am the default subject of an example.,0,0,Responsibilities
88,BlChildrenSubset,"for example, class blchildrenreversed indicates that the user wants to explicitly iterate over elements in reverse order class blchildrenaccountedbylayout indicates that only should children taken into account by layout should be included.",1,0,Responsibilities
89,BlChildrenSubset,the example below shows a scenario of combining multiple ways to iterate over children.,0,0,Responsibilities
90,BlChildrenSubset,"by having an explicit object for each operation, the composition of operations can be inspected.",1,0,Responsibilities
91,BlChildrenSubset,example blchildrensubsetexamples #childrenwithmultiplecombinedsubsets,0,0,Responsibilities
1115,GtExampleProcessor,i am an abstract class for manipulating examples.,1,0,Responsibilities
92,BlChildrenSubset,i do not enforce a lazy api.,0,0,Responsibilities
1117,GtExampleProcessor,"for example, evaluating an example is to be treated differently from a debugging scenario, or from a scenario to recorver static dependencies.",1,0,Responsibilities
95,BlChildrenSubset,api,0,0,Responsibilities
1119,GtExampleProcessor,#value execute the processor.,1,0,Responsibilities
96,BlChildrenSubset,instances of me are created by calling the factory method method blchildrensubset class #on on a subclass with an instance of class blchildren as parameter.,0,0,Responsibilities
1120,GtExampleProcessor,"can return a value, depending on the processor.",1,0,Responsibilities
1121,GtExampleProcessor,#canprocess verifies if the processor can execute on the given example.,0,0,Responsibilities
99,BlChildrenSubset,implementation details,1,0,Responsibilities
100,BlChildrenSubset,internally the result of method blchildrensubset #subsetfrom is stored into an instance variable.,0,0,Responsibilities
101,BlChildrenSubset,this result is then used when accessing or iterating over elements.,1,0,Responsibilities
102,BlChildrenSubset,this decision was taken to allow iterators to perform work when the iterator is created and ensure a faster iteration.,0,0,Responsibilities
1128,GtGradAbstractTreeLayout,this an implementation of a moen s tree layout algorithm.,1,0,Responsibilities
1129,GtGradAbstractTreeLayout,moen s algorithm attempts to create a tree with a triangular shape and place nodes somewhat simetrically.,0,0,Responsibilities
1130,GtGradAbstractTreeLayout,it is an extension of the well known reingold tilfold algorithm.,1,0,Responsibilities
1131,GtGradAbstractTreeLayout,it improved the older algorithm s ability to handle non uniform sized nodes.,0,0,Responsibilities
1132,GtGradAbstractTreeLayout,moen s trees are oriented horizontally.,1,0,Responsibilities
1134,GtGradAbstractTreeLayout,"the reingold tilfold algorithm, and thus moen s also, starts with a bottom up traversal of the tree.",0,0,Responsibilities
1135,GtGradAbstractTreeLayout,it calculates left and right subtrees of a tree and merges them.,1,0,Responsibilities
1136,GtGradAbstractTreeLayout,"when doing that, it makes sure that the parents are centered above their children.",0,0,Responsibilities
1137,GtGradAbstractTreeLayout,"reignold tilfold s algorithm was originally designed only for binary trees, but later extended to work for non binary ones as well.",1,0,Responsibilities
1138,GtGradAbstractTreeLayout,"while reignold tilfold s algorithm produces a compact tree layout, moen s strives to make a tighter one.",0,0,Responsibilities
1139,GtGradAbstractTreeLayout,"to accomplish that, it uses shapes represented by polyline structures.",1,0,Responsibilities
1140,GtGradAbstractTreeLayout,"these shapes are initially formed for each leaf, so that the polyline goes around the node, but leaves the left side open.",0,0,Responsibilities
1141,GtGradAbstractTreeLayout,"during the first phase of the algorithm s execution bottom up traversal , these shapes are merged shapes of parents are merged with shapes of children.",1,0,Responsibilities
118,BlClickEvent,the order of fired events,0,0,Responsibilities
119,BlClickEvent,mouse down,1,0,Responsibilities
120,BlClickEvent,mouse up,0,0,Responsibilities
121,BlClickEvent,click,1,0,Responsibilities
1150,GtGradAbstractTreeLayout,gtgradtreelayout is a superclass of gtgradhorizontaltreelayout and gtgradverticaltreelayout classes and contains generic tree layout methods and definitions of methods the two subclasses need to redefine.,0,0,Responsibilities
1151,GtGradAbstractTreeLayout,"generally, the differences between the implementations of the hozitonal and vertical variants are really small, revolving around one using or setting the x and the other y coordinates.",1,0,Responsibilities
134,BlDecelerateInterpolator,i am configurable using factor a degree to which the animation should be eased.,0,0,Responsibilities
135,BlDecelerateInterpolator,setting factor to 10f produces an upside down y x^2 parabola.,1,0,Responsibilities
136,BlDecelerateInterpolator,"increasing factor above 10f makes exaggerates the ease out effect ie, it starts even faster and ends evens slower .",0,0,Responsibilities
137,BlDecelerateInterpolator,my formula is,1,0,Responsibilities
138,BlDecelerateInterpolator,"f x 1 1 x ^n, where n 2 factor",0,0,Responsibilities
139,BlDecelerateInterpolator,"i meant to be immutable, therefore factor can be only set using factory method #factor on my class side",1,0,Responsibilities
149,BlDevScripterCheckFiredEventsStep,example,0,0,Responsibilities
150,BlDevScripterCheckFiredEventsStep,here you can see how to configure a fire and check a click event on a child element,1,0,Responsibilities
1180,GtGraphCircleEnclosure,smallest enclosing circle of circles,0,0,Responsibilities
157,BlDevScripterClickStep,example,1,0,Responsibilities
158,BlDevScripterClickStep,here you can see how to configure a fire and check a click event on a child element,0,0,Responsibilities
1185,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #emptyenclosure previewshow #gtpreviewfor previewheight 300,1,0,Responsibilities
1186,GtGraphCircleEnclosure,"and add circles one by one, starting with a larger one.",0,0,Responsibilities
1187,GtGraphCircleEnclosure,a circle enclosure is represented by a cyan circle.,1,0,Responsibilities
1188,GtGraphCircleEnclosure,an enclosure of a single circle is a special case and can be computed directly by method gtgraphcircleenclosure class #enclosure .,0,0,Responsibilities
1189,GtGraphCircleEnclosure,"note, that the added circle has a margin set which is taken into account by enclosure",1,0,Responsibilities
1190,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithonecircle previewshow #gtpreviewfor previewexpanded previewheight 300,0,0,Responsibilities
1191,GtGraphCircleEnclosure,adding a second circle expands the enclosure circle to fit both circles c1 and c2 .,1,0,Responsibilities
1192,GtGraphCircleEnclosure,two circle enclosure is also a special case and can be derived directly by method gtgraphcircleenclosure class #enclosure and,0,0,Responsibilities
1193,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithtwocircles previewshow #gtpreviewfor previewexpanded previewheight 300,1,0,Responsibilities
1194,GtGraphCircleEnclosure,three circle enclosure is a special case too.,0,0,Responsibilities
1195,GtGraphCircleEnclosure,method gtgraphcircleenclosure class #enclosure and and is responsible for the computation.,1,0,Responsibilities
1196,GtGraphCircleEnclosure,let s add the third circle to our enclosure to see the result,0,0,Responsibilities
1197,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewiththreecircles previewshow #gtpreviewfor previewexpanded previewheight 300,1,0,Responsibilities
1198,GtGraphCircleEnclosure,"starting with four circles, an enclosure should be computed recursively by building and updating a basis enclosure consisting of one to three circles method gtgraphcircleenclosure class #enclosureall .",0,0,Responsibilities
1199,GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewithfourcircles previewshow #gtpreviewfor previewexpanded previewheight 300,1,0,Responsibilities
177,BlElementDynamicTransformation,it means that matrix computation is performed only when requested taking owner element into account.,0,0,Responsibilities
182,BlElementEffect,i am the abstract root class for effects.,1,0,Responsibilities
189,BlElementPositionChangedEvent,is sent when element s position within its parent changes.,0,0,Responsibilities
194,BlElementRemovedEvent,is sent by an element after it is removed from the parent.,1,0,Responsibilities
1218,GtGraphEdgesIterator,i am an abstract iterator over edges connected to a graph element,0,0,Responsibilities
196,BlElementRemovedEvent,example,1,0,Responsibilities
197,BlElementRemovedEvent,child parent,0,0,Responsibilities
1221,GtGraphForceBasedLayout,a roforcebasedlayout is inspired from the code of d3.,1,0,Responsibilities
198,BlElementRemovedEvent,child blelement new.,0,0,Responsibilities
199,BlElementRemovedEvent,child when blelementremovedevent do self inform removed from parent .,1,0,Responsibilities
200,BlElementRemovedEvent,parent blelement new.,0,0,Responsibilities
201,BlElementRemovedEvent,parent addchild child.,1,0,Responsibilities
202,BlElementRemovedEvent,parent removechild child,0,0,Responsibilities
211,BlElementSelectionAcquiredEvent,is sent when element gets inside of mouse selection rectangle or when the overlapping rectangle formed by element s bounds and selection rectangle changes.,1,0,Responsibilities
225,BlFocusExamples,how to,0,0,Responsibilities
226,BlFocusExamples,1 inspect run example,1,0,Responsibilities
227,BlFocusExamples,2 click one any cell to give it a focus blue border should appear,0,0,Responsibilities
228,BlFocusExamples,3 navigate with keyboard arrows arrow up down left right,1,0,Responsibilities
246,BlGridLayout,all children of an element with gridlayout must use gridconstraints that allows users to configure how children are located within grid independently.,0,0,Responsibilities
247,BlGridLayout,a grid consists of cells that are separated by invisible lines.,1,0,Responsibilities
248,BlGridLayout,"each line is assigned to an index, meaning that a grid with n columns would have n 1 line.",0,0,Responsibilities
249,BlGridLayout,"indices lie in closed interval 1, n 1 .",1,0,Responsibilities
250,BlGridLayout,"grid layout supports fitcontent, matchparent and exact resizing mode of the owner.",0,0,Responsibilities
1274,GtGraphTreemapLayoutConstraints,i am a class bllayoutconstraints for class gtgraphtreemapsquarifiedlayout layout.,1,0,Responsibilities
251,BlGridLayout,children are allowed to have fitcontent and exact resizing modes.,0,0,Responsibilities
252,BlGridLayout,because child s matchparent does not make sense in case of grid users should use #fill to declare that child should take all available cell s space.,1,0,Responsibilities
253,BlGridLayout,"by default grid layout does not specify how many columns and rows exist, instead it tries to compute necessary amount of columns or rows depending on amount of children.",0,0,Responsibilities
254,BlGridLayout,user can specify amount of columns or rows by sending columncount or rowcount to an instance of grid layout.,1,0,Responsibilities
255,BlGridLayout,grid layout supports spacing between cells which can be set sending cellspacing message.,0,0,Responsibilities
256,BlGridLayout,public api and key messages,1,0,Responsibilities
1280,GtGraphTreemapSliceHorizontalLayout,i implement an horizontal slice algorithm.,0,0,Responsibilities
257,BlGridLayout,columncount anumber to specify amount of columns,1,0,Responsibilities
1281,GtGraphTreemapSliceHorizontalLayout,i use class gtgraphtreemapslicehorizontal to compute class blelement children positions and extents.,0,0,Responsibilities
258,BlGridLayout,rowcount anumber to specify amount of rows,1,0,Responsibilities
1282,GtGraphTreemapSliceHorizontalLayout,example,0,0,Responsibilities
259,BlGridLayout,cellspacing anumber to specify spacing between cells,1,0,Responsibilities
260,BlGridLayout,"alignmargins bounds of each element are extended outwards, according to their margins, before the edges of the resulting rectangle are aligned.",0,0,Responsibilities
261,BlGridLayout,alignbounds alignment is made between the edges of each component s raw bounds,1,0,Responsibilities
267,BlGridLayout,internal representation and key implementation points.,0,0,Responsibilities
1294,GtGraphTreemapSquarify,algorithm explanation,1,0,Responsibilities
1295,GtGraphTreemapSquarify,this is an adapted extract from the paper squarified treemaps mentioned above.,0,0,Responsibilities
1296,GtGraphTreemapSquarify,"suppose we have a rectangle with width example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #width and height example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #height , and furthermore suppose that this rectangle must be subdivided in seven rectangles with areas example gtgraphtreemaplayoutexamples #squarifywithsevennodes label #nodevalues .",1,0,Responsibilities
1297,GtGraphTreemapSquarify,the area will be subdivided as follows,0,0,Responsibilities
1298,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodes nocode codeexpanded false previewexpanded true previewshow #gtpreviewfor,1,0,Responsibilities
275,BlGridLayout,implementation points,0,0,Responsibilities
1299,GtGraphTreemapSquarify,the first step of our algorithm is to split the initial rectangle.,1,0,Responsibilities
1300,GtGraphTreemapSquarify,"we choose for a horizontal subdivision, because the original rectangle is wider than high.",0,0,Responsibilities
1301,GtGraphTreemapSquarify,we next fill the left half.,1,0,Responsibilities
1302,GtGraphTreemapSquarify,first we add a single rectangle.,0,0,Responsibilities
1303,GtGraphTreemapSquarify,the aspect ratio of this first rectangle is example gtgraphtreemaplayoutexamples #squarifywithsevennodesfirststep label #worstvaluerounded .,1,0,Responsibilities
1304,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfirststep previewexpanded true nocode,0,0,Responsibilities
1305,GtGraphTreemapSquarify,"next we add a second rectangle, above the first.",1,0,Responsibilities
1306,GtGraphTreemapSquarify,the worst aspect ratio improves to example gtgraphtreemaplayoutexamples #squarifywithsevennodessecondstep label #worstvaluerounded .,0,0,Responsibilities
1307,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodessecondstep previewexpanded true nocode,1,0,Responsibilities
1308,GtGraphTreemapSquarify,"however, if we add the next area 4 above these original rectangles, the aspect ratio of this rectangle is example gtgraphtreemaplayoutexamples #squarifywithsevennodesthirdstep label #worstvaluerounded .",0,0,Responsibilities
1309,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesthirdstep previewexpanded true nocode,1,0,Responsibilities
1310,GtGraphTreemapSquarify,"therefore, we decide that we have reached an optimum for the left half in step two, and start processing the right half.",0,0,Responsibilities
1311,GtGraphTreemapSquarify,"the initial subdivision we choose here is vertical, because the rectangle is higher than wider.",1,0,Responsibilities
1312,GtGraphTreemapSquarify,in step 4 we add the rectangle with area 4,0,0,Responsibilities
1313,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfourthstep previewexpanded true nocode,1,0,Responsibilities
1314,GtGraphTreemapSquarify,"in the next step, we add area 3.",0,0,Responsibilities
1315,GtGraphTreemapSquarify,the worst aspect ratio decreases from example gtgraphtreemaplayoutexamples #squarifywithsevennodesfourthstep label #worstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep label #worstvaluerounded,1,0,Responsibilities
1316,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep previewexpanded true nocode,0,0,Responsibilities
1317,GtGraphTreemapSquarify,addition of the next area 2 however does not improve the result as the worst aspect ratio increases from example gtgraphtreemaplayoutexamples #squarifywithsevennodesfifthstep label #worstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywithsevennodessixthstep label #worstvaluerounded,1,0,Responsibilities
1318,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodessixthstep previewexpanded true nocode,0,0,Responsibilities
1319,GtGraphTreemapSquarify,so we reject the previous step and start to fill the right top partition,1,0,Responsibilities
296,BlGridLayoutArc,"i represent an association of span interval, associated value and validity flag.",0,0,Responsibilities
1320,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodesseventhstep previewexpanded true nocode,1,0,Responsibilities
1321,GtGraphTreemapSquarify,these steps are repeated until all rectangles have been processed.,0,0,Responsibilities
1322,GtGraphTreemapSquarify,the final result is the following,1,0,Responsibilities
1323,GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsevennodes nocode codeexpanded false previewexpanded true .,0,0,Responsibilities
310,BlHandlerRegistry,example,1,0,Responsibilities
311,BlHandlerRegistry,registry,0,0,Responsibilities
339,BlHostPulseLoop,i am the bloc main loop.,1,0,Responsibilities
1363,GtGraphTreemapSquarifyLandscapeRectangle,i represent a rectangle.,0,0,Responsibilities
1364,GtGraphTreemapSquarifyLandscapeRectangle,my height is smaller than my width.,1,0,Responsibilities
341,BlHostPulseLoop,a pulse is fired every 16ms if possible to obtain 60 frames per second fps maximum.,0,0,Responsibilities
342,BlHostPulseLoop,this may be delayed if there are background processes wanting to run to ensure that background calculation of ui elements can complete .,1,0,Responsibilities
1366,GtGraphTreemapSquarifyLandscapeRectangle,i am used by class gtgraphtreemapsquarifystep .,0,0,Responsibilities
1367,GtGraphTreemapSquarifyLandscapeRectangle,example,1,0,Responsibilities
344,BlHostPulseLoop,the opened spaces listen the pulse to be synchronized and to update their state when it is needed.,0,0,Responsibilities
1369,GtGraphTreemapSquarifyLandscapeRectangle,example gtgraphtreemaplayoutexamples #squarifywithfournodesfirstarea nocode,1,0,Responsibilities
350,BlInfiniteDataSourceCommandType,i am a type of data source update command.,0,0,Responsibilities
351,BlInfiniteDataSourceCommandType,i suppose to be stateless and therefore immutable.,1,0,Responsibilities
352,BlInfiniteDataSourceCommandType,for performance and memory reasons i provide a unique instance of me to be shared among my users,0,0,Responsibilities
1377,GtLibraryInstaller,i am the installer of shared libraries along side image or vm.,1,0,Responsibilities
1379,GtLibraryInstaller,the following example shows how i am configured for sparta moz2d library.,0,0,Responsibilities
1380,GtLibraryInstaller,installer,1,0,Responsibilities
359,BlInfiniteDataSourceItemRangeMoved,sent by,0,0,Responsibilities
360,BlInfiniteDataSourceItemRangeMoved,blinfinitedatasource,1,0,Responsibilities
361,BlInfiniteDataSourceItemRangeMoved,example,0,0,Responsibilities
362,BlInfiniteDataSourceItemRangeMoved,infiniteelement datasource,1,0,Responsibilities
1386,GtLibraryInstaller,extension .,0,0,Responsibilities
363,BlInfiniteDataSourceItemRangeMoved,addeventhandleron blinfinitedatasourceitemrangemoved,1,0,Responsibilities
364,BlInfiniteDataSourceItemRangeMoved,"do event self inform item was moved from , event from asstring, to , event to asstring",0,0,Responsibilities
374,BlInfiniteExampleClassesDataSource,i am a data source of the collection of all classes in the image,1,0,Responsibilities
1403,GtLibraryInstallerLogAnnouncement,the ui may want to display them in a transcript,0,0,Responsibilities
1406,GtLibraryInstallerMorph,top most container of the whole installer,1,0,Responsibilities
384,BlKeyCombination,i represent an abstract key combination which is the most important part of blshortcut .,0,0,Responsibilities
385,BlKeyCombination,i define an event matching api that allows blshortcuthandler to find the most appropriate shortcut for currently pressed keys.,1,0,Responsibilities
387,BlKeyCombination,see blkeycombinationvisitor,0,0,Responsibilities
388,BlKeyCombination,see blkeycombinationexamples for related examples.,1,0,Responsibilities
1415,GtPhlowForwarderView,example,0,0,Responsibilities
397,BlLayout,bloc layout,1,0,Responsibilities
398,BlLayout,i am the superclass for layouts in bloc and i define the api that a concrete layout needs to implement.,0,0,Responsibilities
1423,GtPlotterAxisProjection,i represent a projection value of a domain object on the axis.,1,0,Responsibilities
400,BlLayout,"tipically this includes the position of child elements within the parent, or the size of the parent element.",0,0,Responsibilities
1424,GtPlotterAxisProjection,given a point 20@30 as a domain object and euclidian coordinate system.,1,0,Responsibilities
401,BlLayout,layout constraints,0,0,Responsibilities
1425,GtPlotterAxisProjection,then projection of that point on continuous x axis would be 20 and projection on y axis would be 30.,1,0,Responsibilities
402,BlLayout,i support a set of attributes refered to as constraints in bloc which define the visual properties of the layout.,0,0,Responsibilities
1426,GtPlotterAxisProjection,a projection of a domain object on discrete axis is an index of that object in a data set,1,0,Responsibilities
403,BlLayout,"a small set of constraints, like padding, margin or minimal and maximum dimensions, are common among all the layouts.",0,0,Responsibilities
404,BlLayout,"each layout has a dedicated constraint objects, instance of class bllayoutcommonconstraints , that contain these common constraints.",1,0,Responsibilities
405,BlLayout,each type of layout can further define its own specific constraints by creating a subclass of class bllayoutconstraints .,0,0,Responsibilities
407,BlLayout,layout phase in a frame,1,0,Responsibilities
408,BlLayout,layouting of elements is a phase executed by a space during every frame.,0,0,Responsibilities
